,0.3,0.5,0.8,0.9,0.99,0.999
0,0.3293951258208221,0.6662119486218034,2.2209817496755027,4.734341307371287,49.72371031157011,341.41139587220107
1,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,354.98560385290835
2,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,368.5870010265664
3,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,382.215641853237
4,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,395.87158090206566
5,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,409.5548728515029
6,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,423.26557248951457
7,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,437.00373471381516
8,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,450.76941453207047
9,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,464.5626670621332
10,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,478.3835475322547
11,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,492.23211128131396
12,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,506.10841375902226
13,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,520.0125105261717
14,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,533.9444572548283
15,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,547.9043097285814
16,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,561.8921238427508
17,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,575.9079556046111
18,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,589.9518611336235
19,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,604.0238966616572
20,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,618.1241185332101
21,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,632.2525832056448
22,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,646.409347249405
23,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,660.5944673482414
24,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,674.8080002994437
25,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,689.0500030140762
26,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,703.3205325171843
27,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,717.6196459480401
28,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,731.947400560368
29,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,746.3038537225668
30,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,760.6890629179433
31,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,775.1030857449571
32,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,789.5459799174132
33,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,804.0178032647467
34,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,818.5186137322044
35,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,833.0484693811055
36,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,847.6074283890612
37,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,862.1955490502154
38,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,876.8128897754882
39,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,891.4595090927679
40,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,906.1354656472013
41,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,920.8408182013936
42,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,935.5756256356474
43,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,950.3399469482
44,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,965.1338412554757
45,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,979.9573677922999
46,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,994.8105859121463
47,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,1009.6935550873736
48,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,1024.606334909462
49,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,1039.5489850892625
50,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,1054.5215654572205
51,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,1069.524135963615
52,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,1084.5567566788252
53,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,1099.619487793526
54,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,1114.7123896189782
55,1.0988184593285064,1.3331059137616847,2.7767830727484553,5.260907101480245,50.226472941924186,1129.8355225872401
