,0.3,0.5,0.8,0.9,0.99,0.999
0,0.0,0.0,4.6328660260968445e-05,0.00551999310575215,0.41451121261388785,0.8926209031419619
1,0.0,0.0,0.00013284918501890418,0.007673345066613619,0.4270842873904741,0.8953021279456703
2,0.0,0.0,0.0003486511171332385,0.011457936538648655,0.44603895453261544,0.8992885632101307
3,0.0,0.0,0.0008330781337421954,0.016995841482358207,0.4682234174193991,0.9038535228499638
4,0.0,0.0,0.001774146506044,0.024341948249939623,0.49235841428277693,0.908745450975426
5,0.0,0.0,0.0030699749500416196,0.03174563576189433,0.5164938736588037,0.9137610674085648
6,0.0,0.0,0.0047078806831923345,0.038872780156851895,0.5351886711166278,0.918587933181112
7,0.0,7.144490169181525e-06,0.00569699607323991,0.04229394714163357,0.5409034965830835,0.922380841684465
8,0.0,0.0,4.458454698109122e-05,0.005132112114344364,0.4115552231393627,0.8919732775765288
9,0.0,0.0,0.00012231173408876138,0.0067654055367979155,0.42108292563788846,0.894004939424006
10,0.0,0.0,0.00031912721515881773,0.010060867921283606,0.4373810853361456,0.8974247785682694
11,0.0,0.0,0.0008386987830617753,0.015630469720865126,0.45828611386691454,0.9016764314113994
12,0.0,0.0,0.0022711338039692374,0.025355399841772725,0.4831509171522656,0.9064593144197565
13,0.0,0.0,0.004299119901040921,0.0355000363982948,0.5134575384734302,0.911678698205481
14,0.0,2.8577960676726098e-05,0.00787489350919665,0.04869913047694825,0.5456985247168737,0.9175539759119179
15,0.0,8.573388203017829e-05,0.010609720218957605,0.05667619356926912,0.5573012467296395,0.92515115344763
16,0.0,0.0,4.042098854713856e-05,0.004218438114358631,0.3966183213683952,0.8765852125024904
17,0.0,0.0,9.194734832781831e-05,0.005005687531393303,0.39371271930926444,0.8622805440777843
18,0.0,0.0,0.00016993567694268964,0.0059928237121132065,0.3753796039491623,0.8188418700926886
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.002895494294542637,0.024960733913996506,0.42160234058443746,0.7777009686500761
21,0.0,2.1433470507544573e-05,0.005739780088983429,0.03817494617665048,0.49374650767149025,0.8652689290325233
22,0.0,0.00021433470507544573,0.0148608292111729,0.06705377330655546,0.5611484861092632,0.9090259836279453
23,0.0,0.0006358596250571557,0.02196607313588181,0.08380663716505089,0.5857981919916925,0.9307000787760559
24,0.0,0.0,4.5263072843658856e-05,0.003410150862681158,0.36913981032086496,0.8638307957995882
25,0.0,0.0,0.00010961509186394459,0.004003658091186931,0.3528597949428633,0.8115171507039461
26,0.0,0.0,0.0003016627294076575,0.005182013997731932,0.30643110366701737,0.6992801804915925
27,0.0,0.0,0.0009176959162609494,0.007491409309486494,0.20034910659806773,0.4205757521847628
28,0.0,2.1433470507544573e-05,0.0032361501551472233,0.019917141906940626,0.3006925289958363,0.5637105905098415
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.001035951074531321,0.02654538917063816,0.09125045012780339,0.5689592124445878,0.8815540796257065
31,0.00033333333333333327,0.0035508116140832175,0.04621994144861368,0.128723895942196,0.6282050595670392,0.9390442469670267
32,0.0,0.0,3.0304102859963494e-05,0.0024672772141370865,0.3324650515626766,0.8536722434579648
33,0.0,0.0,5.465091196874032e-05,0.0025676703433630825,0.2912383376603031,0.7108785471567864
34,0.0,0.0,8.878256121769342e-05,0.0022847297164961754,0.19722841545070208,0.4695825591343294
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.00017861225422953811,0.008576669096687625,0.03410829405543607,0.28924368846898707,0.49454832751618744
37,0.0,0.0009073502514860536,0.019416716532674246,0.061622609676504014,0.3619088360777689,0.5683565772000202
38,0.00033333333333333327,0.0031364311842706893,0.039098694553973565,0.10860008515550078,0.5347706016411947,0.7992396409473945
39,0.004333333333333332,0.017775491540923637,0.1011999823833524,0.20930021584481248,0.6896535128605346,0.9502086662430201
40,0.0,0.0,1.11658678310548e-05,0.0013170186737229681,0.30588360856300717,0.8460794916029337
41,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,5.7155921353452195e-05,0.002800334189884615,0.010761648784612367,0.08625515622800242,0.15271314713282222
44,0.0,0.00043581390032007295,0.009779968313899995,0.032285446662368635,0.21389903127737758,0.35306326827081713
45,0.00033333333333333327,0.0025934499314128937,0.025506578383448598,0.06283205770525305,0.27268318555842164,0.41298881183044944
46,0.0,0.0,0.0,0.0,0.0,0.0
47,0.04166666666666666,0.08670553269318701,0.23266090271899992,0.3598068264503599,0.7720046712233446,0.964226801007854
48,0.0,0.0,8.691338266046332e-06,0.0007532607303241095,0.2885949845137179,0.8410300879284308
49,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0002348828398432686,0.0013209503345080161,0.05763303886442363,0.16420881736253468
51,0.0,7.144490169181525e-06,0.0008002614429756639,0.0036202622498265726,0.04748221716100631,0.10553493245611256
52,0.0,0.0,0.0,0.0,0.0,0.0
53,0.003999999999999998,0.014760516689529032,0.06668392797020321,0.11561525523411517,0.25050770157210084,0.3187869969440522
54,0.0,0.0,0.0,0.0,0.0,0.0
55,0.37466666666666665,0.4171596364883402,0.5390616166061217,0.6303669449960765,0.8777528076303498,0.9811406750667315
56,0.0,0.0,1.8222389026378093e-05,0.0005352250099987032,0.28007879840844946,0.8385091098730044
57,0.0,0.0,3.826354543165655e-05,0.0005545153903085037,0.20057377736191173,0.612126934658042
58,0.0,0.0,9.513356607631761e-05,0.0007945857845514295,0.12716926517338295,0.38758520383094436
59,0.0,0.0,0.0,0.0,0.0,0.0
60,0.004333333333333332,0.017153920896204843,0.08168104214795491,0.13824869806558907,0.23958585340247118,0.2717567340942616
61,0.04166666666666666,0.08661979881115683,0.22466961125029183,0.32258043322628666,0.486432354149348,0.5443295857239434
62,0.37466666666666665,0.417152491998171,0.5362264966919065,0.6144391742560652,0.7370982912134164,0.7715068590317928
63,0.0,0.0,0.0,0.0,0.0,0.0
