2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1,1,4,4,4,3,3,3,3,3,3,11,13,13,13,13,13
0,1,3,4,4,4,3,3,3,3,11,11,11,11,11,11,11,11
0,2,2,0,0,6,0,0,0,0,0,3,0,3,3,3,3,18
1,2,2,2,1,6,7,7,7,7,7,7,3,14,14,14,14,14
0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,16,16,16
0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,18
0,1,1,4,4,1,7,7,7,7,7,7,7,7,7,7,7,12
0,1,3,2,2,2,5,5,5,5,5,2,13,13,2,2,17,17
0,2,2,0,0,6,0,3,0,0,3,3,0,12,12,12,12,15
1,1,3,3,3,1,6,8,8,8,8,8,8,8,8,8,8,8
0,0,3,3,3,3,5,5,5,5,11,5,5,5,5,5,5,5
0,0,3,3,4,3,2,2,4,2,2,5,12,2,5,5,2,2
0,1,3,4,4,4,5,5,5,5,11,11,11,11,11,11,11,11
0,1,0,0,0,0,0,0,0,0,0,0,0,3,13,0,13,13
0,1,3,3,3,4,5,5,5,5,11,11,2,11,2,2,2,11
0,1,0,0,0,0,0,0,0,0,11,11,0,11,11,0,11,11
0,1,1,4,4,4,2,2,5,2,2,12,11,13,13,13,13,13
1,0,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4
0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,4,4,4,5,5,5,5,5,12,11,12,13,13,13,12
0,1,3,3,3,4,5,5,5,5,5,12,2,13,11,11,11,11
0,1,3,3,4,4,3,3,3,3,3,3,11,3,3,3,3,12
0,0,0,0,0,3,0,3,0,0,3,3,0,3,3,3,3,3
0,0,3,2,2,2,2,2,5,2,2,5,13,5,5,5,5,17
0,1,3,4,3,1,7,8,8,8,8,8,8,8,8,8,8,8
0,1,0,0,0,0,7,7,7,7,7,7,7,7,7,0,0,0
1,1,0,0,5,5,0,8,8,4,4,4,4,4,4,4,4,4
1,1,3,3,3,4,3,3,9,10,10,10,10,10,12,12,12,10
1,1,3,4,4,4,3,3,3,3,3,3,3,14,14,14,14,14
0,1,1,1,1,1,1,1,4,1,1,1,12,1,1,16,16,16
0,0,3,4,3,3,4,8,8,8,8,8,8,8,12,12,12,8
0,1,3,4,4,1,7,7,7,7,7,7,7,7,7,7,7,7
0,1,3,3,3,4,5,5,5,5,5,12,2,13,11,2,11,11
0,1,0,1,1,0,1,1,4,1,0,0,12,0,1,1,13,2
0,0,3,4,4,3,7,7,9,9,9,9,9,9,9,9,9,9
0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5
0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18
1,1,3,4,4,4,4,4,9,10,10,10,10,10,10,10,10,10
0,1,3,4,4,4,5,5,9,10,10,10,10,10,10,10,10,10
0,1,3,4,4,4,3,3,3,3,3,3,11,13,11,11,11,11
0,1,1,4,4,4,4,4,5,5,5,12,11,12,13,13,17,12
0,1,3,4,4,4,5,5,2,5,5,12,11,12,2,2,11,12
0,1,0,0,0,0,0,0,0,0,0,3,0,3,3,16,16,16
0,2,2,2,2,2,5,8,8,8,8,8,8,8,8,8,8,8
0,1,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1
0,0,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5
0,1,1,4,4,4,5,5,5,5,5,12,11,12,13,13,13,12
1,1,3,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11
1,1,3,4,4,4,3,3,3,3,11,11,11,11,11,11,11,11
0,0,0,0,0,3,7,7,7,7,7,0,7,0,0,16,0,0
0,1,1,2,2,2,5,5,5,5,5,12,13,13,13,16,16,16
0,1,3,4,4,4,5,5,5,5,5,12,11,13,11,11,11,11
0,1,3,2,2,2,2,2,5,2,2,12,13,13,2,2,2,17
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,16
1,1,0,0,0,0,0,0,0,0,3,3,3,14,14,14,14,14
