2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1,1,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0
1,2,3,4,4,4,4,4,5,5,5,5,5,5,11,5,11,11
1,2,2,4,5,5,3,3,3,3,3,12,12,12,12,12,12,12
1,2,2,4,5,5,3,3,3,3,3,12,12,12,12,12,12,12
1,2,3,4,4,4,4,4,4,4,9,9,9,4,2,9,9,9
1,2,2,4,5,5,3,3,3,3,3,12,12,12,12,12,12,12
1,2,2,4,5,5,2,2,9,9,11,11,13,13,13,16,16,16
1,2,3,4,4,4,5,5,5,5,5,5,5,5,5,5,9,9
0,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6
0,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6
1,2,2,4,5,5,2,2,9,9,11,11,11,11,2,11,9,9
0,1,1,3,3,3,1,1,1,1,1,1,1,1,15,15,15,15
0,1,3,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,4,5,5,3,3,3,3,3,7,7,7,7,7,7,7
1,2,2,4,5,5,2,2,9,9,9,11,11,11,2,11,9,9
1,2,2,4,5,5,3,3,3,3,3,3,3,3,3,12,12,12
1,2,3,4,4,4,2,4,4,4,11,11,11,11,2,11,9,9
1,2,3,4,4,4,5,5,2,2,5,5,5,5,5,5,5,5
0,2,3,4,4,4,5,5,2,2,2,2,2,2,15,2,2,17
1,2,2,4,5,5,4,4,4,4,4,4,4,4,2,4,4,4
0,2,3,4,4,4,5,5,2,4,4,4,5,4,4,2,2,2
0,1,1,1,1,6,6,6,6,6,6,6,6,6,1,1,6,6
0,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6
0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,4,5,5,3,3,3,3,3,12,3,3,3,12,12,12
1,2,2,4,5,5,4,4,4,9,11,11,9,5,11,9,9,9
1,2,2,4,5,5,2,2,9,9,11,11,11,11,2,11,9,9
1,2,2,4,5,5,7,7,7,7,7,7,13,13,13,16,16,16
0,1,0,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0
1,2,2,4,5,5,7,7,7,7,7,7,13,13,13,16,16,16
0,2,3,4,4,4,5,5,2,2,5,5,9,9,9,2,2,2
0,2,3,4,4,4,5,5,5,5,5,5,5,5,9,5,5,5
1,2,2,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7
1,2,2,4,4,4,7,7,7,7,7,7,13,13,13,13,13,13
1,2,3,4,4,4,5,5,5,5,9,9,9,9,9,9,5,5
1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6
0,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6
0,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6
0,0,0,3,3,3,1,0,0,0,0,0,0,14,14,14,14,14
1,2,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4
1,2,2,4,5,5,3,3,3,3,3,12,12,12,12,12,12,12
1,2,2,4,5,5,7,7,9,9,9,9,13,13,13,16,16,16
0,1,0,3,3,3,1,1,1,0,0,0,0,0,0,0,0,1
1,2,2,4,5,5,2,2,9,9,11,11,11,11,2,11,9,9
0,1,0,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0
1,2,2,4,5,5,4,4,4,4,9,9,9,4,2,9,9,9
1,2,2,4,5,5,3,3,3,3,3,12,12,12,12,12,12,12
1,2,2,4,4,4,5,5,5,5,5,9,5,5,5,5,5,5
1,2,2,4,5,5,2,2,9,9,11,11,11,11,2,11,9,9
1,2,3,4,4,4,4,4,4,4,4,4,9,4,5,9,2,2
1,2,2,4,5,5,2,2,9,9,11,11,11,11,2,11,9,9
0,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6
